Q4,Q5_1,Q5_2,Q7,Q8,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q29_1,Q29_2,Q29_3,Q30
04/30/21,Water/Sewer,"TOTAL ENVIRONMENTAL SOLUTIONS, INC. (Docket Number W-1146)",Yes,Both water and wastewater customers,1983,15,0,2,,,,,,53,18,0,0,,,,,,10041,5743,0,0,,,,,,0,2,0,0,,,,,,0,2,0,0,,,,,,0,753,0,0,,,,,,25,14,0,0,,,,,,28,11,0,0,,,,,,3,3,0,0,,,,,,7,3,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
04/30/21,Water/Sewer,Corriher Water Service (Docket Number W-233),No,Water only,,,,,,,,,888,,,,,,,,,118,,,,,,,,,2957.45,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
04/30/21,Water/Sewer,Fearrington Utilities (Docket Number W-661),Yes,Wastewater only,,,,,,,1416,2,,,,,,,,157,0,,,,,,,,40815.29,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
04/30/21,Water/Sewer,"ALBEMARLE PLANTATION UTILITY COMPANY, INC. (Docket Number W-1189)",Yes,Wastewater only,,,,,,,494,9,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
04/30/21,Electric,Western Carolina University (Docket Number E-35),Yes,,,,,,,,3666,195,,,,,,,,216,14,,,,,,,,26994.45,10416.37,,,,,,,,2,9,,,,,,,,2,9,,,,,,,,1040.9,9272.78,,,,,,,,23,0,,,,,,,,19,0,,,,,,,,18,0,,,,,,,,4,0,,Yes,Yes,Yes,
04/30/21,Water/Sewer,Gensinger; John (Docket Number W-549),Yes,Water only,,,,,,,33,1,,,,,,,,3,0,,,,,,,,257.93,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,
04/30/21,Water/Sewer,"PLURIS WEBB CREEK, LLC (Docket Number W-1314)",Yes,Wastewater only,,,,,,,1397,9,,,,,,,,144,0,,,,,,,,12077.31,0,,,,,,,,44,0,,,,,,,,34,0,,,,,,,,2554.46,0,,,,,,,,5,0,,,,,,,,3,0,,,,,,,,4,0,,,,,,,,1,0,,Yes,Yes,Yes,
04/30/21,Water/Sewer,"PLURIS, LLC (Docket Number W-1282)",Yes,Wastewater only,,,,,,,5492,181,,,,,,,,165,6,,,,,,,,11674.6,314.39,,,,,,,,37,1,,,,,,,,23,1,,,,,,,,2690.28,140.09,,,,,,,,10,1,,,,,,,,0,0,,,,,,,,9,1,,,,,,,,1,0,,Yes,Yes,Yes,
04/30/21,Water/Sewer,"Pluris Hampstead, LLC (Docket Number W-1305)",Yes,Wastewater only,,,,,,,708,71,,,,,,,,32,1,,,,,,,,3025.8,271.44,,,,,,,,4,0,,,,,,,,3,0,,,,,,,,319.72,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,
04/30/21,Electric,New River Light and Power Company (Docket Number E-34),Yes,,,,,,,,6914,1795,,,,,,,,563,94,,,,,,,,96750.7,32330.04,,,,,,,,68,4,,,,,,,,66,4,,,,,,,,20309.11,6513.23,,,,,,,,31,0,,,,,,,,31,0,,,,,,,,31,0,,,,,,,,0,0,,Yes,Yes,Yes,"Customer disconnects/reconnects are ALL prepaid customers - no traditional billed customers have been disconnected/reconnected as of April 30, 2021. All residential customers with past due balances were emailed info on past due amounts and payment plan information. They also received a doorhanger to ensure this information has been communicated. All customers were emailed about return to normal billing operations. All emails contain payment plan options and information. Customers can also visit our website where there are resources and information regarding our COVID-19 response."
04/30/21,Water/Sewer,"Beacon's Reach Master Association, Inc. (Docket Number W-966)",No,Both water and wastewater customers,,,,,517,517,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
04/30/21,Water/Sewer,"MEADOWLANDS DEVELOPMENT, LLC (Docket Number W-1259)",Yes,Wastewater only,,,,,,,563,0,,,,,,,,11,0,,,,,,,,501.38,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
03/31/21,Water/Sewer,"WATER QUALITY UTILITIES, INC. (Docket Number W-1264)",No,Wastewater only,,,,,,,,,778,,,,,,,,,4,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Yes,Yes,Yes,
03/31/21,Natural Gas,"Public Service Company of North Carolina, Inc. (Docket Number G-5)",Yes,,,,,,,,565869,58310,,,,,,,,48503,2518,,,,,,,,8400000,1000000,,,,,,,,7666,203,,,,,,,,6785,158,,,,,,,,1900000,119000,,,,,,,,1,223,,,,,,,,1,100,,,,,,,,1,39,,,,,,,,0,10,,Yes,Yes,Yes,"Payment arrangements available to include Equal Payment Plan (Budget Bill), short-term and deferred payment plans.
Data provided represents 3/01/2021 through 3/31/2021
PSNC stopped all residential disconnections as of February 24, 2021 in response to Commission orders."
03/31/21,Electric,"Duke Energy Progress, LLC (Docket Number E-2)",Yes,,,,,,,,1254159,214643,,,,,,,,154743,6413,,,,,,,,30386308,5119735,,,,,,,,60851,1606,,,,,,,,43189,1263,,,,,,,,5671553,485360,,,,,,,,2,841,,,,,,,,45,809,,,,,,,,0,640,,,,,,,,0,237,,Yes,Yes,Yes,"Disconnection of customers for non-payment for utility service is a last resort for Duke Energy.  Because of the timing of the NCUC’s February 23, 2021 Order Suspending Disconnections and Providing for Extended Special Repayment Plans for Certain Vulnerable Residential Customers and Requiring Door Hanger Notices, as well as the upgrades and improvements to DEC’s customer billing system through Customer Connect, DEC, DEP and Piedmont voluntarily suspended all residential disconnections for the month of March 2021.  In the DEP service area, however, DEP disconnected two residential accounts for nonpayment during the month of March.  Both of these accounts have been restored without penalty. 
"
03/31/21,Electric,"Duke Energy Carolinas, LLC (Docket Number E-7 )",Yes,,,,,,,,1823576,580831,,,,,,,,278521,14487,,,,,,,,80128813,7714822,,,,,,,,84144,1469,,,,,,,,84144,1469,,,,,,,,14666220,345965,,,,,,,,0,0,,,,,,,,30,3,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,"Disconnection of customers for non-payment for utility service is a last resort for Duke Energy.  Because of the timing of the NCUC’s February 23, 2021 Order Suspending Disconnections and Providing for Extended Special Repayment Plans for Certain Vulnerable Residential Customers and Requiring Door Hanger Notices, as well as the upgrades and improvements to DEC’s customer billing system through Customer Connect, DEC, DEP and Piedmont voluntarily suspended all residential disconnections for the month of March 2021. "
03/31/21,Water/Sewer,Pine Island-Currituck LLC (Docket Number W-1072),Yes,Wastewater only,,,,,,,721,20,,,,,,,,85,0,,,,,,,,13319.25,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,No,No,Quarterly Billing.  Pine Island has switched accounts over to Atlantic Sewage.  This will be the last report from Envirolink.  These balances reflect what was owed on accounts as of 04/9/21
03/31/21,Water/Sewer,"Ginguite Woods Water Reclamation Association, Inc. (Docket Number W-1139)",Yes,Wastewater only,,,,,,,38,0,,,,,,,,5,0,,,,,,,,310.76,0,,,,,,,,1,0,,,,,,,,1,0,,,,,,,,90,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,No,No,
03/31/21,Water/Sewer,Scientific Water and Sewerage Corporation (Docket Number W-176),Yes,Both water and wastewater customers,1461,5,1585,5,,,,,,544,3,577,3,,,,,,23476,288,26502,224,,,,,,25,0,25,0,,,,,,1,0,1,0,,,,,,5643.83,0,5643.83,0,,,,,,87,0,87,0,,,,,,78,0,78,0,,,,,,62,0,62,0,,,,,,9,0,9,0,,,,,,Yes,Yes,Yes,
03/31/21,Water/Sewer,"ENVIRO-TECH OF NORTH CAROLINA, INC. (Docket Number W-1165)",Yes,Wastewater only,,,,,,,214,0,,,,,,,,29,0,,,,,,,,12196.99,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,No,No,
03/31/21,Water/Sewer,"H H WATER, LLC (Docket Number W-1318)",Yes,Water only,,,,,,,225,2,,,,,,,,76,2,,,,,,,,1481.82,5179.19,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,No,No,
03/31/21,Water/Sewer,Cross-State Development Corporation (Docket Number W-408),Yes,Water only,,,,,,,170,0,,,,,,,,33,0,,,,,,,,3108.17,0,,,,,,,,4,0,,,,,,,,4,0,,,,,,,,1902.81,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
03/31/21,Water/Sewer,Harrco Utility Corporation (Docket Number W-796),Yes,Wastewater only,,,,,,,95,1,,,,,,,,6,0,,,,,,,,570.92,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
03/31/21,Water/Sewer,"Bay Tree Utility Company; Lake Creek Corp., d/b/a (Docket Number W-1080)",Yes,Wastewater only,,,,,,,177,0,,,,,,,,52,0,,,,,,,,5832.31,0,,,,,,,,1,0,,,,,,,,1,0,,,,,,,,288.36,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,No,No,
03/31/21,Water/Sewer,"Carolina Water Service, Inc. of North Carolina (Docket Number W-354)",Yes,Both water and wastewater customers,33571,558,19784,668,,,,,,3197,51,1462,31,,,,,,671112.27,42187,347214.62,32208.51,,,,,,544,3,0,0,,,,,,521,3,0,0,,,,,,284835.92,14914.22,0,0,,,,,,6,0,6,0,,,,,,1,0,1,0,,,,,,0,0,0,0,,,,,,29,0,26,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
03/31/21,Natural Gas,"Piedmont Natural Gas Company, Inc. (Docket Number G-9)",Yes,,,,,,,,708745,74009,,,,,,,,88703,5776,,,,,,,,20108240.38,3130581.72,,,,,,,,16485,358,,,,,,,,11458,229,,,,,,,,6097093.22,665944.29,,,,,,,,0,270,,,,,,,,63,91,,,,,,,,0,22,,,,,,,,1212,367,,Yes,Yes,Yes,
03/31/21,Electric,Western Carolina University (Docket Number E-35),Yes,,,,,,,,3667,195,,,,,,,,189,18,,,,,,,,32918.78,13985.22,,,,,,,,2,9,,,,,,,,2,9,,,,,,,,1228.31,11122.59,,,,,,,,13,0,,,,,,,,11,0,,,,,,,,10,0,,,,,,,,2,0,,Yes,Yes,Yes,
03/31/21,Water/Sewer,"ALBEMARLE PLANTATION UTILITY COMPANY, INC. (Docket Number W-1189)",Yes,Wastewater only,,,,,,,494,9,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
03/31/21,Natural Gas,Frontier Natural Gas Company (Docket Number G-40),Yes,,,,,,,,2554,2018,,,,,,,,200,65,,,,,,,,28560,86617,,,,,,,,11,5,,,,,,,,3,2,,,,,,,,7026,13658,,,,,,,,1,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,3,1,,Yes,Yes,Yes,
03/31/21,Water/Sewer,"GGCC Utility, Inc. (Docket Number W-755)",Yes,Both water and wastewater customers,269,1,191,1,,,,,,1,0,1,0,,,,,,189.39,0,139.45,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
03/31/21,Water/Sewer,"A & D Water Service, Inc. (Docket Number W-1049)",Yes,Both water and wastewater customers,428,1,425,14,,,,,,61,0,42,0,,,,,,9621.64,0,11240.38,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
03/31/21,Water/Sewer,MECO Utilities Inc. (Docket Number W-1166),Yes,Both water and wastewater customers,273,0,273,0,,,,,,21,0,21,0,,,,,,294,0,204,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,4,0,4,0,,,,,,2,0,2,0,,,,,,4,0,4,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
03/31/21,Water/Sewer,"KRJ, Inc. (Docket Number W-1075)",Yes,Both water and wastewater customers,1012,0,409,0,,,,,,17,0,17,0,,,,,,569,0,183,0,,,,,,6,0,6,0,,,,,,6,0,6,0,,,,,,1258,0,960,0,,,,,,3,0,3,0,,,,,,1,0,1,0,,,,,,3,0,3,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
03/31/21,Water/Sewer,"OLD NORTH UTILITY SERVICES, INC. (Docket Number W-1279)",No,Both water and wastewater customers,,,,,2,1,,,,,,,,1,0,,,,,,,,8706.75,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
03/31/21,Water/Sewer,"CLARKE UTILITIES, Inc. (Docket Number W-1205)",Yes,Both water and wastewater customers,594,0,313,2,,,,,,16,0,6,0,,,,,,1035.56,0,362.45,0,,,,,,7,0,4,0,,,,,,0,0,0,0,,,,,,1035.56,0,362.45,0,,,,,,2,0,2,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
03/31/21,Electric,"Dominion Energy North Carolina; Virginia Electric & Power Co., dba (Docket Number E-22)",Yes,,,,,,,,105381,18534,,,,,,,,18512,1170,,,,,,,,9367496.59,561215.05,,,,,,,,6248,138,,,,,,,,6248,138,,,,,,,,6440888.87,333674.36,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,
03/31/21,Water/Sewer,Sandler Utilities at Mill Run LLC (Docket Number W-1130),Yes,Wastewater only,,,,,,,420,2,,,,,,,,64,1,,,,,,,,25809.73,11239.89,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
03/31/21,Water/Sewer,"904 Georgetown Treatment Plant, LLC (Docket Number W-1141)",No,Wastewater only,,,,,,,,,795,,,,,,,,,11,,,,,,,,,4854,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,just billed for most recent quarter.  We bill quarterly.  Alot of second homes and retirement homes so they catch up their bill when they come down for the summer. 
03/31/21,Water/Sewer,"OLD NORTH STATE WATER COMPANY, LLC (Docket Number W-1300)",Yes,Both water and wastewater customers,1761,0,3984,21,,,,,,61,0,155,0,,,,,,2745.78,0,7230.76,0,,,,,,20,0,32,0,,,,,,8,0,25,0,,,,,,1009.56,0,1211.78,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
03/31/21,Water/Sewer,"JL GOLF MANAGEMENT, LLC (Docket Number W-1296)",No,Both water and wastewater customers,,,,,265,209,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,No,No,
03/31/21,Water/Sewer,Corriher Water Service (Docket Number W-233),No,Water only,,,,,,,,,888,,,,,,,,,147,,,,,,,,,4491.8,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
03/31/21,Water/Sewer,"PLURIS WEBB CREEK, LLC (Docket Number W-1314)",Yes,Wastewater only,,,,,,,1420,9,,,,,,,,121,0,,,,,,,,10255.1,0,,,,,,,,45,0,,,,,,,,28,0,,,,,,,,2909.48,0,,,,,,,,6,0,,,,,,,,3,0,,,,,,,,1,0,,,,,,,,7,0,,Yes,Yes,Yes,
03/31/21,Water/Sewer,"AQUA North Carolina, Inc. (Docket Number W-218)",Yes,Both water and wastewater customers,81071,3663,20712,330,,,,,,12301,240,945,13,,,,,,774125.53,15898.34,86529.25,3932.76,,,,,,1007,5,46,2,,,,,,623,4,22,1,,,,,,306852.06,1315.35,14506.25,2262.13,,,,,,205,2,1,1,,,,,,130,1,1,1,,,,,,85,1,0,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,None
03/31/21,Water/Sewer,"PLURIS, LLC (Docket Number W-1282)",Yes,Wastewater only,,,,,,,5463,181,,,,,,,,162,5,,,,,,,,18071.07,598.97,,,,,,,,41,1,,,,,,,,29,1,,,,,,,,3428.73,140.09,,,,,,,,4,0,,,,,,,,4,0,,,,,,,,3,0,,,,,,,,3,0,,Yes,Yes,Yes,
03/31/21,Water/Sewer,Fearrington Utilities (Docket Number W-661),Yes,Wastewater only,,,,,,,1447,2,,,,,,,,270,0,,,,,,,,50808,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
03/31/21,Water/Sewer,"Pluris Hampstead, LLC (Docket Number W-1305)",Yes,Wastewater only,,,,,,,693,71,,,,,,,,24,1,,,,,,,,2370.56,295.75,,,,,,,,5,0,,,,,,,,4,0,,,,,,,,436.95,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,
03/31/21,Water/Sewer,"TOTAL ENVIRONMENTAL SOLUTIONS, INC. (Docket Number W-1146)",Yes,Both water and wastewater customers,1127,768,0,2,,,,,,72,11,0,0,,,,,,15406,3823,0,0,,,,,,0,2,0,0,,,,,,0,2,0,0,,,,,,0,925,0,0,,,,,,36,24,0,0,,,,,,32,13,0,0,,,,,,31,5,0,0,,,,,,4,6,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
03/31/21,Electric,New River Light and Power Company (Docket Number E-34),Yes,,,,,,,,6886,1812,,,,,,,,349,61,,,,,,,,89204.69,25848.21,,,,,,,,59,3,,,,,,,,59,3,,,,,,,,8752.99,6295.68,,,,,,,,19,0,,,,,,,,19,0,,,,,,,,19,0,,,,,,,,0,0,,Yes,Yes,Yes,"Customer disconnects/reconnects are ALL prepaid customers - no traditional billed customers have been disconnected/reconnected. All residential customers with past due balances were emailed info on past due amounts and payment plan information. All customers were emailed about return to normal billing operations. All emails contain payment plan options and information. Customers can also visit our website
where there are resources and information regarding our COVID-19 response."
03/31/21,Water/Sewer,"Beacon's Reach Master Association, Inc. (Docket Number W-966)",No,Both water and wastewater customers,,,,,517,517,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
03/31/21,Water/Sewer,Gensinger; John (Docket Number W-549),Yes,Water only,,,,,,,34,1,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,
03/31/21,Water/Sewer,"MEADOWLANDS DEVELOPMENT, LLC (Docket Number W-1259)",Yes,Wastewater only,,,,,,,562,0,,,,,,,,9,0,,,,,,,,340.92,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
02/28/21,Water/Sewer,"LAKE JUNALUSKA ASSEMBLY, INC. (Docket Number W-1274)",Yes,Both water and wastewater customers,809,65,794,45,,,,,,21,2,24,2,,,,,,2932,0,0,0,,,,,,3,0,3,0,,,,,,2,0,2,0,,,,,,1272,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
02/28/21,Water/Sewer,"AQUA North Carolina, Inc. (Docket Number W-218)",Yes,Both water and wastewater customers,80734,3811,20360,638,,,,,,11110,226,477,35,,,,,,1022796,37172,52317,37594,,,,,,1046,12,33,2,,,,,,851,10,34,0,,,,,,289618,3988,10476,3044,,,,,,4,0,0,0,,,,,,4,1,0,0,,,,,,1,0,0,0,,,,,,2,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,None
02/28/21,Water/Sewer,"OLD NORTH UTILITY SERVICES, INC. (Docket Number W-1279)",No,Both water and wastewater customers,,,,,2,1,,,,,,,,1,0,,,,,,,,8706.75,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
02/28/21,Natural Gas,"Public Service Company of North Carolina, Inc. (Docket Number G-5)",Yes,,,,,,,,565095,58283,,,,,,,,45634,2932,,,,,,,,6500000,1100000,,,,,,,,10451,141,,,,,,,,9095,95,,,,,,,,1600000,71000,,,,,,,,984,68,,,,,,,,766,43,,,,,,,,452,20,,,,,,,,17,1,,Yes,Yes,Yes,"Payment arrangements available to include Equal Payment Plan (Budget Bill), short-term and deferred payment plans.
Data provided represents 2/1/2021 through 2/28/2021.
PSNC stopped all residential disconnections as of February 24, 2021 in response to Commission order, DOCKET NO. M-100, SUB 158, dated February 23, 2021."
02/28/21,Water/Sewer,Scientific Water and Sewerage Corporation (Docket Number W-176),Yes,Both water and wastewater customers,1475,5,1665,5,,,,,,573,0,615,0,,,,,,21678.19,0,23222.5,0,,,,,,26,0,26,0,,,,,,1,0,1,0,,,,,,3235,0,3744,0,,,,,,80,0,80,0,,,,,,68,0,68,0,,,,,,51,0,51,0,,,,,,2,0,2,0,,,,,,Yes,Yes,Yes,
02/28/21,Natural Gas,"Piedmont Natural Gas Company, Inc. (Docket Number G-9)",Yes,,,,,,,,705975,74731,,,,,,,,94530,5776,,,,,,,,32693798,9465819,,,,,,,,16757,409,,,,,,,,9998,240,,,,,,,,4401980,754292,,,,,,,,629,100,,,,,,,,329,91,,,,,,,,64,19,,,,,,,,1180,371,,Yes,Yes,Yes,
02/28/21,Electric,"Duke Energy Progress, LLC (Docket Number E-2)",Yes,,,,,,,,1251797,214066,,,,,,,,148054,6598,,,,,,,,27758005,4322992,,,,,,,,70007,1994,,,,,,,,49245,1572,,,,,,,,7133934,628383,,,,,,,,7230,941,,,,,,,,7539,901,,,,,,,,6835,708,,,,,,,,1447,190,,Yes,Yes,Yes,
02/28/21,Electric,"Duke Energy Carolinas, LLC (Docket Number E-7 )",Yes,,,,,,,,1639980,506622,,,,,,,,298134,16397,,,,,,,,86261123,10365256,,,,,,,,83591,1491,,,,,,,,83591,1491,,,,,,,,20373910,760502,,,,,,,,7810,677,,,,,,,,6573,490,,,,,,,,5464,355,,,,,,,,0,0,,Yes,Yes,Yes,
02/28/21,Water/Sewer,"JL GOLF MANAGEMENT, LLC (Docket Number W-1296)",No,Both water and wastewater customers,,,,,265,209,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,No,No,
02/28/21,Water/Sewer,"GGCC Utility, Inc. (Docket Number W-755)",Yes,Both water and wastewater customers,269,1,191,1,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
02/28/21,Water/Sewer,"KRJ, Inc. (Docket Number W-1075)",Yes,Both water and wastewater customers,602,0,410,0,,,,,,17,0,17,0,,,,,,590,0,183,0,,,,,,6,0,6,0,,,,,,4,0,4,0,,,,,,2134,0,960,0,,,,,,3,0,3,0,,,,,,0,0,0,0,,,,,,3,0,3,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
02/28/21,Water/Sewer,MECO Utilities Inc. (Docket Number W-1166),Yes,Both water and wastewater customers,273,0,273,0,,,,,,21,0,21,0,,,,,,220.19,0,152.81,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,3,0,3,0,,,,,,0,0,0,0,,,,,,3,0,3,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
